Países;Quantidade (Kg);Valor (US$);Year;Category;Subcategory
Moldávia;-;-;1986;Importacao;Vinhos_de_Mesa
Montenegro;-;-;1986;Importacao;Vinhos_de_Mesa
Noruega;-;-;1986;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;1986;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;1986;Importacao;Vinhos_de_Mesa
Panamá;-;-;1986;Importacao;Vinhos_de_Mesa
Peru;-;-;1986;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;1986;Importacao;Vinhos_de_Mesa
Portugal;2.270.772;2.258.643;1986;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;1986;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;1986;Importacao;Vinhos_de_Mesa
Romênia;-;-;1986;Importacao;Vinhos_de_Mesa
Rússia;-;-;1986;Importacao;Vinhos_de_Mesa
San Marino;-;-;1986;Importacao;Vinhos_de_Mesa
Sérvia;-;-;1986;Importacao;Vinhos_de_Mesa
Síria;-;-;1986;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;1986;Importacao;Vinhos_de_Mesa
Suíça;-;-;1986;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;1986;Importacao;Vinhos_de_Mesa
Tunísia;-;-;1986;Importacao;Vinhos_de_Mesa
Turquia;-;-;1986;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;1986;Importacao;Vinhos_de_Mesa
Uruguai;-;-;1986;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;1986;Importacao;Vinhos_de_Mesa
Não declarados;-;-;1986;Importacao;Vinhos_de_Mesa
Outros;15.717;18.768;1986;Importacao;Vinhos_de_Mesa
Total;7.277.324;8.601.039;1986;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;1986;Importacao;Espumantes
Alemanha;32.490;37.388;1986;Importacao;Espumantes
Argentina;270;990;1986;Importacao;Espumantes
Austrália;-;-;1986;Importacao;Espumantes
Áustria;-;-;1986;Importacao;Espumantes
Bermudas;-;-;1986;Importacao;Espumantes
Bahamas;-;-;1986;Importacao;Espumantes
Bélgica;-;-;1986;Importacao;Espumantes
Brasil;-;-;1986;Importacao;Espumantes
Bulgária;-;-;1986;Importacao;Espumantes
Canada;-;-;1986;Importacao;Espumantes
Chile;900;800;1986;Importacao;Espumantes
Croácia;-;-;1986;Importacao;Espumantes
Cuba;-;-;1986;Importacao;Espumantes
Emirados Árabes Unidos;-;-;1986;Importacao;Espumantes
Eslovênia;-;-;1986;Importacao;Espumantes
Espanha;43.920;67.595;1986;Importacao;Espumantes
Estados Unidos;-;-;1986;Importacao;Espumantes
França;37.062;127.661;1986;Importacao;Espumantes
Geórgia;-;-;1986;Importacao;Espumantes
Granada;-;-;1986;Importacao;Espumantes
Grécia;-;-;1986;Importacao;Espumantes
Hong Kong;-;-;1986;Importacao;Espumantes
Hungria;-;-;1986;Importacao;Espumantes
Indonésia;-;-;1986;Importacao;Espumantes
Irlanda;-;-;1986;Importacao;Espumantes
Israel;909;1.672;1986;Importacao;Espumantes
Itália;20.355;29.342;1986;Importacao;Espumantes
Luxemburgo;-;-;1986;Importacao;Espumantes
México;-;-;1986;Importacao;Espumantes
Moldávia;-;-;1986;Importacao;Espumantes
Nova Zelândia;-;-;1986;Importacao;Espumantes
Países Baixos;-;-;1986;Importacao;Espumantes
Panamá;-;-;1986;Importacao;Espumantes
Peru;-;-;1986;Importacao;Espumantes
Portugal;436.485;468.813;1986;Importacao;Espumantes
Reino Unido;-;-;1986;Importacao;Espumantes
Romênia;-;-;1986;Importacao;Espumantes
Suíça;-;-;1986;Importacao;Espumantes
Tunísia;-;-;1986;Importacao;Espumantes
Ucrânia;-;-;1986;Importacao;Espumantes
Uruguai;-;-;1986;Importacao;Espumantes
Não consta na tabela;-;-;1986;Importacao;Espumantes
Não declarados;-;-;1986;Importacao;Espumantes
Outros;2.934;5.056;1986;Importacao;Espumantes
Total;575.325;739.317;1986;Importacao;Espumantes
Argélia;-;-;1986;Importacao;Uvas_Frescas
Argentina;267.240;189.890;1986;Importacao;Uvas_Frescas
Brasil;-;-;1986;Importacao;Uvas_Frescas
Chile;1.757.520;1.237.918;1986;Importacao;Uvas_Frescas
Colômbia;-;-;1986;Importacao;Uvas_Frescas
Egito;-;-;1986;Importacao;Uvas_Frescas
Espanha;-;-;1986;Importacao;Uvas_Frescas
Estados Unidos;10.800;18.630;1986;Importacao;Uvas_Frescas
Grécia;-;-;1986;Importacao;Uvas_Frescas
Itália;-;-;1986;Importacao;Uvas_Frescas
México;-;-;1986;Importacao;Uvas_Frescas
Peru;-;-;1986;Importacao;Uvas_Frescas
Paraguai;-;-;1986;Importacao;Uvas_Frescas
Portugal;-;-;1986;Importacao;Uvas_Frescas
Panamá;-;-;1986;Importacao;Uvas_Frescas
Reino Unido;-;-;1986;Importacao;Uvas_Frescas
Uruguai;-;-;1986;Importacao;Uvas_Frescas
Venezuela;-;-;1986;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1986;Importacao;Uvas_Frescas
Outros;-;-;1986;Importacao;Uvas_Frescas
Total;2.035.560;1.446.438;1986;Importacao;Uvas_Frescas
Afeganistão;-;-;1986;Importacao;Uvas_passas
África do Sul;-;-;1986;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;1986;Importacao;Uvas_passas
Arábia Saudita;-;-;1986;Importacao;Uvas_passas
Argentina;2.116.776;2.515.764;1986;Importacao;Uvas_passas
Austrália;-;-;1986;Importacao;Uvas_passas
Bélgica;-;-;1986;Importacao;Uvas_passas
Chile;2.792.410;2.668.045;1986;Importacao;Uvas_passas
China;-;-;1986;Importacao;Uvas_passas
China Continental;-;-;1986;Importacao;Uvas_passas
Cingapura;-;-;1986;Importacao;Uvas_passas
Costa Rica;-;-;1986;Importacao;Uvas_passas
Emirados;-;-;1986;Importacao;Uvas_passas
Espanha;-;-;1986;Importacao;Uvas_passas
Estados Unidos;672.895;991.667;1986;Importacao;Uvas_passas
França;-;-;1986;Importacao;Uvas_passas
Grécia;-;-;1986;Importacao;Uvas_passas
Guiana Britânica;-;-;1986;Importacao;Uvas_passas
Índia;-;-;1986;Importacao;Uvas_passas
Irã;-;-;1986;Importacao;Uvas_passas
Itália;-;-;1986;Importacao;Uvas_passas
Japão;-;-;1986;Importacao;Uvas_passas
México;1.164.262;1.113.425;1986;Importacao;Uvas_passas
Países Baixos;-;-;1986;Importacao;Uvas_passas
Paraguai;-;-;1986;Importacao;Uvas_passas
Peru;-;-;1986;Importacao;Uvas_passas
Portugal;-;-;1986;Importacao;Uvas_passas
Reino Unido;-;-;1986;Importacao;Uvas_passas
Suécia;-;-;1986;Importacao;Uvas_passas
Turquia;1.102.260;859.244;1986;Importacao;Uvas_passas
Uruguai;-;-;1986;Importacao;Uvas_passas
Uzbequistão;-;-;1986;Importacao;Uvas_passas
Venezuela;-;-;1986;Importacao;Uvas_passas
Não consta na tabela;-;-;1986;Importacao;Uvas_passas
Outros;-;-;1986;Importacao;Uvas_passas
Total;7.848.603;8.148.145;1986;Importacao;Uvas_passas
Africa do Sul;-;-;1986;Importacao;Suco_de_uva
Alemanha;-;-;1986;Importacao;Suco_de_uva
Argentina;1.575.080;713.219;1986;Importacao;Suco_de_uva
Austria;-;-;1986;Importacao;Suco_de_uva
Canadá;-;-;1986;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;1986;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;1986;Importacao;Suco_de_uva
Chile;-;-;1986;Importacao;Suco_de_uva
China;-;-;1986;Importacao;Suco_de_uva
Dinamarca;-;-;1986;Importacao;Suco_de_uva
Espanha;-;-;1986;Importacao;Suco_de_uva
Estados Unidos;-;-;1986;Importacao;Suco_de_uva
França;-;-;1986;Importacao;Suco_de_uva
Guiana;-;-;1986;Importacao;Suco_de_uva
Israel;-;-;1986;Importacao;Suco_de_uva
itália;-;-;1986;Importacao;Suco_de_uva
Japão;-;-;1986;Importacao;Suco_de_uva
Líbano;-;-;1986;Importacao;Suco_de_uva
México;-;-;1986;Importacao;Suco_de_uva
Países Baixos;-;-;1986;Importacao;Suco_de_uva
Panamá;-;-;1986;Importacao;Suco_de_uva
Peru;-;-;1986;Importacao;Suco_de_uva
Portugal;-;-;1986;Importacao;Suco_de_uva
Reino Unido;-;-;1986;Importacao;Suco_de_uva
Taiwan;-;-;1986;Importacao;Suco_de_uva
Turquia;-;-;1986;Importacao;Suco_de_uva
Uruguai;-;-;1986;Importacao;Suco_de_uva
Venezuela;-;-;1986;Importacao;Suco_de_uva
Outros;-;-;1986;Importacao;Suco_de_uva
Total;1.575.080;713.219;1986;Importacao;Suco_de_uva
Africa do Sul;-;-;1987;Importacao;Vinhos_de_Mesa
Alemanha;1.307.519;1.863.924;1987;Importacao;Vinhos_de_Mesa
Argélia;-;-;1987;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;1987;Importacao;Vinhos_de_Mesa
Argentina;98.854;136.841;1987;Importacao;Vinhos_de_Mesa
Armênia;-;-;1987;Importacao;Vinhos_de_Mesa
Austrália;-;-;1987;Importacao;Vinhos_de_Mesa
Áustria;2.520;7.650;1987;Importacao;Vinhos_de_Mesa
Bermudas;-;-;1987;Importacao;Vinhos_de_Mesa
Bélgica;-;-;1987;Importacao;Vinhos_de_Mesa
Bolívia;-;-;1987;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;1987;Importacao;Vinhos_de_Mesa
Brasil;-;-;1987;Importacao;Vinhos_de_Mesa
Bulgária;-;-;1987;Importacao;Vinhos_de_Mesa
Canada;-;-;1987;Importacao;Vinhos_de_Mesa
Chile;914.549;1.008.445;1987;Importacao;Vinhos_de_Mesa
China;-;-;1987;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;1987;Importacao;Vinhos_de_Mesa
Croácia;-;-;1987;Importacao;Vinhos_de_Mesa
Cuba;-;-;1987;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;1987;Importacao;Vinhos_de_Mesa
Eslovênia;-;-;1987;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;1987;Importacao;Vinhos_de_Mesa
Espanha;71.472;101.606;1987;Importacao;Vinhos_de_Mesa
Estados Unidos;16.517;17.965;1987;Importacao;Vinhos_de_Mesa
França;340.250;653.846;1987;Importacao;Vinhos_de_Mesa
Geórgia;-;-;1987;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1987;Importacao;Vinhos_de_Mesa
Grécia;-;-;1987;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;1987;Importacao;Vinhos_de_Mesa
Hungria;-;-;1987;Importacao;Vinhos_de_Mesa
Indonésia;-;-;1987;Importacao;Vinhos_de_Mesa
Irlanda;-;-;1987;Importacao;Vinhos_de_Mesa
Israel;-;-;1987;Importacao;Vinhos_de_Mesa
Itália;306.950;467.597;1987;Importacao;Vinhos_de_Mesa
Japão;-;-;1987;Importacao;Vinhos_de_Mesa
Iugoslávia;17.835;14.390;1987;Importacao;Vinhos_de_Mesa
Líbano;-;-;1987;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;1987;Importacao;Vinhos_de_Mesa
Macedônia;-;-;1987;Importacao;Vinhos_de_Mesa
Marrocos;-;-;1987;Importacao;Vinhos_de_Mesa
México;-;-;1987;Importacao;Vinhos_de_Mesa
Moldávia;-;-;1987;Importacao;Vinhos_de_Mesa
Montenegro;-;-;1987;Importacao;Vinhos_de_Mesa
Noruega;-;-;1987;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;1987;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;1987;Importacao;Vinhos_de_Mesa
Panamá;-;-;1987;Importacao;Vinhos_de_Mesa
Peru;-;-;1987;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;1987;Importacao;Vinhos_de_Mesa
Portugal;1.477.093;1.610.041;1987;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;1987;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;1987;Importacao;Vinhos_de_Mesa
Romênia;-;-;1987;Importacao;Vinhos_de_Mesa
Rússia;-;-;1987;Importacao;Vinhos_de_Mesa
San Marino;-;-;1987;Importacao;Vinhos_de_Mesa
Sérvia;-;-;1987;Importacao;Vinhos_de_Mesa
Síria;-;-;1987;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;1987;Importacao;Vinhos_de_Mesa
Suíça;-;-;1987;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;1987;Importacao;Vinhos_de_Mesa
Tunísia;-;-;1987;Importacao;Vinhos_de_Mesa
Turquia;-;-;1987;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;1987;Importacao;Vinhos_de_Mesa
Uruguai;-;-;1987;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;1987;Importacao;Vinhos_de_Mesa
Não declarados;-;-;1987;Importacao;Vinhos_de_Mesa
Outros;28;40;1987;Importacao;Vinhos_de_Mesa
Total;4.553.587;5.882.345;1987;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;1987;Importacao;Espumantes
Alemanha;1.800;2.000;1987;Importacao;Espumantes
Argentina;-;-;1987;Importacao;Espumantes
Austrália;-;-;1987;Importacao;Espumantes
Áustria;-;-;1987;Importacao;Espumantes
Bermudas;-;-;1987;Importacao;Espumantes
Bahamas;-;-;1987;Importacao;Espumantes
Bélgica;-;-;1987;Importacao;Espumantes
Brasil;-;-;1987;Importacao;Espumantes
Bulgária;-;-;1987;Importacao;Espumantes
Canada;-;-;1987;Importacao;Espumantes
Chile;450;482;1987;Importacao;Espumantes
Croácia;-;-;1987;Importacao;Espumantes
Cuba;-;-;1987;Importacao;Espumantes
Emirados Árabes Unidos;-;-;1987;Importacao;Espumantes
Eslovênia;-;-;1987;Importacao;Espumantes
Espanha;35.910;52.044;1987;Importacao;Espumantes
Estados Unidos;-;-;1987;Importacao;Espumantes
França;15.550;135.589;1987;Importacao;Espumantes
Geórgia;-;-;1987;Importacao;Espumantes
Granada;-;-;1987;Importacao;Espumantes
Grécia;-;-;1987;Importacao;Espumantes
Hong Kong;-;-;1987;Importacao;Espumantes
Hungria;-;-;1987;Importacao;Espumantes
Indonésia;-;-;1987;Importacao;Espumantes
Irlanda;-;-;1987;Importacao;Espumantes
Israel;765;1.720;1987;Importacao;Espumantes
Itália;16.640;22.399;1987;Importacao;Espumantes
Luxemburgo;-;-;1987;Importacao;Espumantes
México;-;-;1987;Importacao;Espumantes
Moldávia;-;-;1987;Importacao;Espumantes
Nova Zelândia;-;-;1987;Importacao;Espumantes
Países Baixos;-;-;1987;Importacao;Espumantes
Panamá;-;-;1987;Importacao;Espumantes
Peru;-;-;1987;Importacao;Espumantes
Portugal;228.933;273.749;1987;Importacao;Espumantes
Reino Unido;-;-;1987;Importacao;Espumantes
Romênia;-;-;1987;Importacao;Espumantes
Suíça;-;-;1987;Importacao;Espumantes
Tunísia;-;-;1987;Importacao;Espumantes
Ucrânia;-;-;1987;Importacao;Espumantes
Uruguai;-;-;1987;Importacao;Espumantes
Não consta na tabela;-;-;1987;Importacao;Espumantes
Não declarados;-;-;1987;Importacao;Espumantes
Outros;-;-;1987;Importacao;Espumantes
Total;300.048;487.983;1987;Importacao;Espumantes
Argélia;-;-;1987;Importacao;Uvas_Frescas
Argentina;773.500;587.095;1987;Importacao;Uvas_Frescas
Brasil;-;-;1987;Importacao;Uvas_Frescas
Chile;1.812.678;1.467.787;1987;Importacao;Uvas_Frescas
Colômbia;-;-;1987;Importacao;Uvas_Frescas
Egito;-;-;1987;Importacao;Uvas_Frescas
Espanha;-;-;1987;Importacao;Uvas_Frescas
Estados Unidos;19.400;29.840;1987;Importacao;Uvas_Frescas
Grécia;-;-;1987;Importacao;Uvas_Frescas
Itália;-;-;1987;Importacao;Uvas_Frescas
México;-;-;1987;Importacao;Uvas_Frescas
Peru;-;-;1987;Importacao;Uvas_Frescas
Paraguai;-;-;1987;Importacao;Uvas_Frescas
Portugal;-;-;1987;Importacao;Uvas_Frescas
Panamá;-;-;1987;Importacao;Uvas_Frescas
Reino Unido;-;-;1987;Importacao;Uvas_Frescas
Uruguai;-;-;1987;Importacao;Uvas_Frescas
Venezuela;-;-;1987;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1987;Importacao;Uvas_Frescas
Outros;-;-;1987;Importacao;Uvas_Frescas
Total;2.605.578;2.084.722;1987;Importacao;Uvas_Frescas
Afeganistão;-;-;1987;Importacao;Uvas_passas
África do Sul;-;-;1987;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;1987;Importacao;Uvas_passas
Arábia Saudita;-;-;1987;Importacao;Uvas_passas
Argentina;3.011.500;2.988.697;1987;Importacao;Uvas_passas
Austrália;-;-;1987;Importacao;Uvas_passas
Bélgica;-;-;1987;Importacao;Uvas_passas
Chile;2.810.680;2.854.162;1987;Importacao;Uvas_passas
China;-;-;1987;Importacao;Uvas_passas
China Continental;-;-;1987;Importacao;Uvas_passas
Cingapura;-;-;1987;Importacao;Uvas_passas
Costa Rica;-;-;1987;Importacao;Uvas_passas
Emirados;-;-;1987;Importacao;Uvas_passas
Espanha;-;-;1987;Importacao;Uvas_passas
Estados Unidos;117.167;178.174;1987;Importacao;Uvas_passas
França;-;-;1987;Importacao;Uvas_passas
Grécia;-;-;1987;Importacao;Uvas_passas
Guiana Britânica;-;-;1987;Importacao;Uvas_passas
Índia;-;-;1987;Importacao;Uvas_passas
Irã;-;-;1987;Importacao;Uvas_passas
Itália;-;-;1987;Importacao;Uvas_passas
Japão;-;-;1987;Importacao;Uvas_passas
México;1.180.260;1.246.750;1987;Importacao;Uvas_passas
Países Baixos;-;-;1987;Importacao;Uvas_passas
Paraguai;-;-;1987;Importacao;Uvas_passas
Peru;-;-;1987;Importacao;Uvas_passas
Portugal;-;-;1987;Importacao;Uvas_passas
Reino Unido;-;-;1987;Importacao;Uvas_passas
Suécia;-;-;1987;Importacao;Uvas_passas
Turquia;189.140;151.522;1987;Importacao;Uvas_passas
Uruguai;-;-;1987;Importacao;Uvas_passas
Uzbequistão;-;-;1987;Importacao;Uvas_passas
Venezuela;-;-;1987;Importacao;Uvas_passas
Não consta na tabela;-;-;1987;Importacao;Uvas_passas
Outros;-;-;1987;Importacao;Uvas_passas
Total;7.308.747;7.419.305;1987;Importacao;Uvas_passas
Africa do Sul;-;-;1987;Importacao;Suco_de_uva
Alemanha;-;-;1987;Importacao;Suco_de_uva
Argentina;2.452.094;3.673.253;1987;Importacao;Suco_de_uva
Austria;-;-;1987;Importacao;Suco_de_uva
Canadá;-;-;1987;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;1987;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;1987;Importacao;Suco_de_uva
Chile;-;-;1987;Importacao;Suco_de_uva
China;-;-;1987;Importacao;Suco_de_uva
Dinamarca;-;-;1987;Importacao;Suco_de_uva
Espanha;-;-;1987;Importacao;Suco_de_uva
Estados Unidos;954;3.280;1987;Importacao;Suco_de_uva
França;-;-;1987;Importacao;Suco_de_uva
Guiana;-;-;1987;Importacao;Suco_de_uva
Israel;-;-;1987;Importacao;Suco_de_uva
itália;-;-;1987;Importacao;Suco_de_uva
Japão;-;-;1987;Importacao;Suco_de_uva
Líbano;-;-;1987;Importacao;Suco_de_uva
México;-;-;1987;Importacao;Suco_de_uva
Países Baixos;-;-;1987;Importacao;Suco_de_uva
Panamá;-;-;1987;Importacao;Suco_de_uva
Peru;-;-;1987;Importacao;Suco_de_uva
Portugal;-;-;1987;Importacao;Suco_de_uva
Reino Unido;-;-;1987;Importacao;Suco_de_uva
Taiwan;-;-;1987;Importacao;Suco_de_uva
Turquia;-;-;1987;Importacao;Suco_de_uva
Uruguai;-;-;1987;Importacao;Suco_de_uva
Venezuela;-;-;1987;Importacao;Suco_de_uva
Outros;-;-;1987;Importacao;Suco_de_uva
Total;2.453.048;3.676.533;1987;Importacao;Suco_de_uva
Africa do Sul;-;-;1988;Importacao;Vinhos_de_Mesa
Alemanha;2.029.271;2.757.417;1988;Importacao;Vinhos_de_Mesa
Argélia;-;-;1988;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;1988;Importacao;Vinhos_de_Mesa
Argentina;414.931;590.758;1988;Importacao;Vinhos_de_Mesa
Armênia;-;-;1988;Importacao;Vinhos_de_Mesa
Austrália;-;-;1988;Importacao;Vinhos_de_Mesa
Áustria;1.800;7.045;1988;Importacao;Vinhos_de_Mesa
Bermudas;-;-;1988;Importacao;Vinhos_de_Mesa
Bélgica;-;-;1988;Importacao;Vinhos_de_Mesa
Bolívia;-;-;1988;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;1988;Importacao;Vinhos_de_Mesa
Brasil;-;-;1988;Importacao;Vinhos_de_Mesa
Bulgária;-;-;1988;Importacao;Vinhos_de_Mesa
Canada;-;-;1988;Importacao;Vinhos_de_Mesa
Chile;1.240.065;1.474.473;1988;Importacao;Vinhos_de_Mesa
China;-;-;1988;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;1988;Importacao;Vinhos_de_Mesa
Croácia;-;-;1988;Importacao;Vinhos_de_Mesa
Cuba;-;-;1988;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;1988;Importacao;Vinhos_de_Mesa
Eslovênia;-;-;1988;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;1988;Importacao;Vinhos_de_Mesa
Espanha;67.339;108.259;1988;Importacao;Vinhos_de_Mesa
Estados Unidos;6.120;7.880;1988;Importacao;Vinhos_de_Mesa
França;435.573;724.549;1988;Importacao;Vinhos_de_Mesa
Geórgia;-;-;1988;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1988;Importacao;Vinhos_de_Mesa
Grécia;-;-;1988;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;1988;Importacao;Vinhos_de_Mesa
Hungria;-;-;1988;Importacao;Vinhos_de_Mesa
Indonésia;-;-;1988;Importacao;Vinhos_de_Mesa
Irlanda;-;-;1988;Importacao;Vinhos_de_Mesa
Israel;-;-;1988;Importacao;Vinhos_de_Mesa
Itália;410.419;703.116;1988;Importacao;Vinhos_de_Mesa
Japão;-;-;1988;Importacao;Vinhos_de_Mesa
Iugoslávia;20.160;17.700;1988;Importacao;Vinhos_de_Mesa
Líbano;-;-;1988;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;1988;Importacao;Vinhos_de_Mesa
Macedônia;-;-;1988;Importacao;Vinhos_de_Mesa
Marrocos;-;-;1988;Importacao;Vinhos_de_Mesa
México;-;-;1988;Importacao;Vinhos_de_Mesa
Moldávia;-;-;1988;Importacao;Vinhos_de_Mesa
Montenegro;-;-;1988;Importacao;Vinhos_de_Mesa
Noruega;-;-;1988;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;1988;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;1988;Importacao;Vinhos_de_Mesa
Panamá;-;-;1988;Importacao;Vinhos_de_Mesa
Peru;-;-;1988;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;1988;Importacao;Vinhos_de_Mesa
Portugal;1.454.323;1.884.873;1988;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;1988;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;1988;Importacao;Vinhos_de_Mesa
Romênia;-;-;1988;Importacao;Vinhos_de_Mesa
Rússia;-;-;1988;Importacao;Vinhos_de_Mesa
San Marino;-;-;1988;Importacao;Vinhos_de_Mesa
Sérvia;-;-;1988;Importacao;Vinhos_de_Mesa
Síria;-;-;1988;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;1988;Importacao;Vinhos_de_Mesa
Suíça;-;-;1988;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;1988;Importacao;Vinhos_de_Mesa
Tunísia;-;-;1988;Importacao;Vinhos_de_Mesa
Turquia;-;-;1988;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;1988;Importacao;Vinhos_de_Mesa
Uruguai;-;-;1988;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;1988;Importacao;Vinhos_de_Mesa
Não declarados;-;-;1988;Importacao;Vinhos_de_Mesa
Outros;435;450;1988;Importacao;Vinhos_de_Mesa
Total;6.080.436;8.276.520;1988;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;1988;Importacao;Espumantes
Alemanha;450;534;1988;Importacao;Espumantes
Argentina;315;840;1988;Importacao;Espumantes
Austrália;-;-;1988;Importacao;Espumantes
Áustria;-;-;1988;Importacao;Espumantes
Bermudas;-;-;1988;Importacao;Espumantes
Bahamas;-;-;1988;Importacao;Espumantes
Bélgica;-;-;1988;Importacao;Espumantes
Brasil;-;-;1988;Importacao;Espumantes
Bulgária;-;-;1988;Importacao;Espumantes
Canada;-;-;1988;Importacao;Espumantes
Chile;-;-;1988;Importacao;Espumantes
Croácia;-;-;1988;Importacao;Espumantes
Cuba;-;-;1988;Importacao;Espumantes
Emirados Árabes Unidos;-;-;1988;Importacao;Espumantes
Eslovênia;-;-;1988;Importacao;Espumantes
Espanha;41.070;54.402;1988;Importacao;Espumantes
Estados Unidos;-;-;1988;Importacao;Espumantes
França;32.809;204.117;1988;Importacao;Espumantes
Geórgia;-;-;1988;Importacao;Espumantes
Granada;-;-;1988;Importacao;Espumantes
Grécia;-;-;1988;Importacao;Espumantes
Hong Kong;-;-;1988;Importacao;Espumantes
Hungria;-;-;1988;Importacao;Espumantes
Indonésia;-;-;1988;Importacao;Espumantes
Irlanda;-;-;1988;Importacao;Espumantes
Israel;-;-;1988;Importacao;Espumantes
Itália;31.077;39.084;1988;Importacao;Espumantes
Luxemburgo;-;-;1988;Importacao;Espumantes
México;-;-;1988;Importacao;Espumantes
Moldávia;-;-;1988;Importacao;Espumantes
Nova Zelândia;-;-;1988;Importacao;Espumantes
Países Baixos;-;-;1988;Importacao;Espumantes
Panamá;-;-;1988;Importacao;Espumantes
Peru;-;-;1988;Importacao;Espumantes
Portugal;225.450;303.888;1988;Importacao;Espumantes
Reino Unido;-;-;1988;Importacao;Espumantes
Romênia;-;-;1988;Importacao;Espumantes
Suíça;-;-;1988;Importacao;Espumantes
Tunísia;-;-;1988;Importacao;Espumantes
Ucrânia;-;-;1988;Importacao;Espumantes
Uruguai;-;-;1988;Importacao;Espumantes
Não consta na tabela;-;-;1988;Importacao;Espumantes
Não declarados;-;-;1988;Importacao;Espumantes
Outros;1.800;2.600;1988;Importacao;Espumantes
Total;332.971;605.465;1988;Importacao;Espumantes
Argélia;-;-;1988;Importacao;Uvas_Frescas
Argentina;2.861.962;2.115.752;1988;Importacao;Uvas_Frescas
Brasil;-;-;1988;Importacao;Uvas_Frescas
Chile;2.507.118;1.776.746;1988;Importacao;Uvas_Frescas
Colômbia;-;-;1988;Importacao;Uvas_Frescas
Egito;-;-;1988;Importacao;Uvas_Frescas
Espanha;-;-;1988;Importacao;Uvas_Frescas
Estados Unidos;28.800;49.680;1988;Importacao;Uvas_Frescas
Grécia;-;-;1988;Importacao;Uvas_Frescas
Itália;-;-;1988;Importacao;Uvas_Frescas
México;-;-;1988;Importacao;Uvas_Frescas
Peru;-;-;1988;Importacao;Uvas_Frescas
Paraguai;-;-;1988;Importacao;Uvas_Frescas
Portugal;-;-;1988;Importacao;Uvas_Frescas
Panamá;-;-;1988;Importacao;Uvas_Frescas
Reino Unido;-;-;1988;Importacao;Uvas_Frescas
Uruguai;-;-;1988;Importacao;Uvas_Frescas
Venezuela;-;-;1988;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1988;Importacao;Uvas_Frescas
Outros;-;-;1988;Importacao;Uvas_Frescas
